,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
1199,US1MIKW0001,2019-07,47.472311,-88.036706,186.8,"EAGLE HARBOR 6.0 E, MI US",9.0,"3,N",4.0,"3,N",1.0,"3,N",,,,,,,,,20190716.0,",3,N",,,,,27.4,"3,,N,16,",55.1,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,US1MIKZ0001,2008-07,42.206126,-85.658962,274.0,"KALAMAZOO 6.0 SW, MI US",9.0,"3,N",5.0,"3,N",2.0,"3,N",,,0.0,"3,N",,,20080731.0,"+,3,N",20080703.0,",3,N",,,0.0,"3,,N,31,+",30.5,"3,,N,03,",72.0,",a,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,US1MIKZ0006,1998-12,42.283,-85.615,271.9,"WESTERN MICHIGAN UNIVERSITY, MI US",,,,,,,9.0,",N",2.0,",N",19981231.0,"+,,N",19981223.0,",,N",,,76.0,",,N,31,+",76.0,",,N,23,",,,,,158.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,US1MIKZ0008,2009-06,42.290483,-85.642516,285.9,"KALAMAZOO 3.0 WNW, MI US",7.0,"1,N",5.0,"1,N",1.0,"1,N",,,,,,,,,20090619.0,",1,N",,,,,53.3,"1,,N,19,",91.5,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,US1MIKZ0009,2009-10,42.26897,-85.47888,260.9,"KALAMAZOO 5.6 E, MI US",16.0,"2,N",8.0,"2,N",0.0,"2,N",0.0,"4,N",0.0,"4,N",20091031.0,"+,4,N",20091031.0,"+,4,N",20091031.0,",2,N",0.0,"4,,N,31,+",0.0,"4,,N,31,+",23.1,"2,,N,31,",117.8,"2,,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,US1MIKZ0011,2010-04,42.301414,-85.561363,255.4,"KALAMAZOO 2.3 NE, MI US",9.0,"5,N",6.0,"5,N",0.0,"5,N",,,,,,,,,20100408.0,",5,N",,,,,16.8,"5,,N,08,",65.9,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,US1MIKZ0012,2010-08,42.3067543,-85.4145595,260.6,"GALESBURG 1.3 N, MI US",9.0,",N",4.0,",N",0.0,",N",,,,,,,,,20100812.0,",,N",,,,,22.4,",,N,12,",41.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,US1MIKZ0013,2011-02,42.129062,-85.514209,263.7,"VICKSBURG 1.2 ENE, MI US",15.0,",N",7.0,",N",1.0,",N",,,8.0,"1,N",,,20110202.0,",1,N",20110221.0,",,N",,,216.0,"1,,N,02,",63.5,",,N,21,",120.4,",,,N",551.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,US1MIKZ0018,2016-04,42.2344,-85.6738,289.6,"KALAMAZOO 5.2 WSW, MI US",13.0,"3,N",6.0,"3,N",2.0,"3,N",,,,,,,,,20160426.0,",3,N",,,,,37.6,"3,,N,26,",132.9,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,US1MIKZ0024,2019-04,42.34267,-85.52409,280.1,"KALAMAZOO 5.7 NE, MI US",16.0,"1,N",7.0,"1,N",1.0,"1,N",,,,,,,,,20190430.0,",1,N",,,,,27.7,"1,,N,30,",103.1,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,US1MIKZ0025,2019-08,42.19781,-85.60467,267.0,"PORTAGE 0.8 WSW, MI US",6.0,"5,N",5.0,"5,N",0.0,"5,N",,,,,,,,,20190827.0,",5,N",,,,,10.2,"5,,N,27,",54.5,"1,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,US1MIKZ0029,2021-05,42.32426,-85.49569,278.9,"KALAMAZOO 5.8 NE, MI US",,,,,,,,,,,,,,,,,,,,,,,24.1,"2,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,US1MIKZ0030,2021-04,42.32275,-85.5257,263.3,"KALAMAZOO 4.6 NE, MI US",10.0,",N",3.0,",N",0.0,",N",,,,,,,,,20210411.0,",,N",,,,,15.0,",,N,11,",32.8,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,US1MIKZ0031,2021-07,42.212449,-85.481922,270.7,"PORTAGE 5.6 E, MI US",11.0,"1,N",8.0,"1,N",1.0,"1,N",,,,,,,,,20210714.0,",1,N",,,,,35.3,"1,,N,14,",112.5,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,US1MIKZ0032,2021-09,42.266463,-85.617403,286.8,"KALAMAZOO 1.6 WSW, MI US",8.0,"4,N",4.0,"4,N",1.0,"4,N",,,,,,,,,20210923.0,",4,N",,,,,43.7,"4,,N,23,",87.8,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,US1MIKZ0037,2023-04,42.2973341,-85.4663517,274.3,"GALESBURG 2.5 W, MI US",15.0,"2,N",8.0,"2,N",2.0,"2,N",,,,,,,,,20230401.0,",2,N",,,,,47.2,"2,,N,01,",124.7,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,US1MILL0001,2008-08,45.061489,-85.648567,273.7,"NORTHPORT 5.0 SSW, MI US",7.0,"2,N",2.0,"2,N",0.0,"2,N",,,0.0,"2,N",,,20080831.0,"+,2,N",20080823.0,",2,N",,,0.0,"2,,N,31,+",9.9,"2,,N,23,",24.6,",a,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,US1MILL0003,2012-08,45.1297878,-85.6183989,191.7,"NORTHPORT 0.1 SW, MI US",4.0,"4,N",1.0,"4,N",0.0,"4,N",,,,,,,,,20120817.0,",4,N",,,,,24.6,"4,,N,17,",27.4,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,US1MILL0007,2023-05,45.09759,-85.6148,201.8,"NORTHPORT 2.3 S, MI US",6.0,"4,N",6.0,"4,N",1.0,"4,N",,,,,,,,,20230502.0,",4,N",,,,,31.5,"4,,N,02,",75.3,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,US1MILN0003,2008-08,41.9356,-83.9294,235.9,"ADRIAN 6.4 ENE, MI US",6.0,"4,N",3.0,"4,N",0.0,"4,N",,,0.0,"4,N",,,20080831.0,"+,4,N",20080815.0,",4,N",,,0.0,"4,,N,31,+",23.4,"4,,N,15,",36.6,",a,,N",0.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,US1MILN0007,2011-05,41.955073,-83.976361,244.1,"ADRIAN 5.2 NE, MI US",22.0,"1,N",11.0,"1,N",2.0,"1,N",,,,,,,,,20110526.0,",1,N",,,,,52.3,"1,,N,26,",172.3,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,US1MILN0010,2016-06,41.842049,-83.884387,210.3,"BLISSFIELD 1.2 WNW, MI US",9.0,",N",3.0,",N",0.0,",N",,,,,,,,,20160605.0,",,N",,,,,22.6,",,N,05,",39.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,US1MILN0013,2017-06,42.044929,-84.277942,314.6,"BROOKLYN 4.4 SSW, MI US",9.0,",N",3.0,",N",0.0,",N",,,,,,,,,20170630.0,",,N",,,,,17.3,",,N,30,",42.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,US1MILN0016,2019-03,42.0771,-83.9653,260.0,"CLINTON 0.5 NE, MI US",13.0,",N",5.0,",N",0.0,",N",1.0,"1,N",0.0,"1,N",20190307.0,",1,N",20190307.0,",1,N",20190310.0,",,N",25.0,"1,,N,07,",23.0,"1,,N,07,",19.1,",,N,10,",73.0,",,,N",41.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,US1MILN0017,2019-09,41.81615,-83.9807,216.4,"BLISSFIELD 6.1 W, MI US",11.0,",N",7.0,",N",2.0,",N",,,,,,,,,20190928.0,",,N",,,,,47.5,",,N,28,",138.5,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,US1MILP0001,2008-07,43.1131,-83.1587,264.9,"LUM 1.0 NW, MI US",9.0,",N",5.0,",N",2.0,",N",,,0.0,",N",,,20080731.0,"+,,N",20080717.0,",,N",,,0.0,",,N,31,+",42.2,",,N,17,",110.7,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,US1MILP0003,2008-10,43.031558,-83.329266,264.3,"LAPEER 1.1 SSW, MI US",11.0,"3,N",3.0,"3,N",0.0,"3,N",,,0.0,"3,N",,,20081031.0,"+,3,N",20081016.0,",3,N",,,0.0,"3,,N,31,+",11.4,"3,,N,16,",31.3,"1,a,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,US1MILP0006,2012-03,42.9238244,-83.1008132,295.0,"DRYDEN 1.9 SE, MI US",,,,,,,,,,,,,,,,,,,,,,,67.0,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,US1MILP0009,2019-05,43.1766,-83.2973,253.9,"COLUMBIAVILLE 5.7 ENE, MI US",14.0,"5,N",10.0,"5,N",1.0,"5,N",,,,,,,,,20190525.0,",5,N",,,,,51.3,"5,,N,25,",107.7,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,US1MILP0011,2021-11,43.066324,-83.30019,250.2,"LAPEER 1.8 NE, MI US",12.0,"1,N",12.0,"1,N",0.0,"1,N",,,,,,,,,20211101.0,",1,N",,,,,10.2,"1,,N,01,",62.8,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,US1MILV0001,2008-07,42.44074,-83.900246,266.4,"PINCKNEY 2.5 ESE, MI US",8.0,",N",5.0,",N",1.0,",N",,,0.0,",N",,,20080731.0,"+,,N",20080703.0,",,N",,,0.0,",,N,31,+",56.4,",,N,03,",115.8,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,US1MILV0002,2008-07,42.626864,-83.899035,282.9,"HOWELL 2.2 ENE, MI US",7.0,",N",6.0,",N",1.0,",N",,,0.0,",N",,,20080731.0,"+,,N",20080703.0,",,N",,,0.0,",,N,31,+",62.2,",,N,03,",120.2,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,US1MILV0008,2012-06,42.7728706598282,-83.8187252730131,263.0,"FENTON 5.6 WSW, MI US",7.0,"4,N",5.0,"4,N",0.0,"4,N",,,,,,,,,20120601.0,",4,N",,,,,16.5,"4,,N,01,",34.0,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,US1MILV0013,2012-05,42.4886027723551,-83.8132877647877,278.3,"BRIGHTON 3.2 SSW, MI US",9.0,"1,N",8.0,"1,N",0.0,"1,N",,,,,,,,,20120504.0,",1,N",,,,,11.9,"1,,N,04,",48.6,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,US1MILV0014,2012-05,42.5330831855536,-83.7359697371721,285.0,"BRIGHTON 2.5 E, MI US",9.0,"2,N",9.0,"2,N",0.0,"2,N",,,,,,,,,20120507.0,"+,2,N",,,,,16.5,"2,,N,07,+",69.3,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,US1MILV0015,2012-05,42.481559,-84.003267,277.4,"PINCKNEY 3.4 NW, MI US",9.0,"1,N",6.0,"1,N",0.0,"1,N",,,,,,,,,20120504.0,",1,N",,,,,14.5,"1,,N,04,",50.9,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,US1MILV0016,2012-05,42.5441003590822,-84.0685683488846,286.5,"GREGORY 5.6 N, MI US",,,,,,,,,,,,,,,,,,,,,,,69.5,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,US1MILV0019,2013-02,42.554034,-83.748948,287.7,"BRIGHTON 2.5 NE, MI US",16.0,"1,N",5.0,"1,N",0.0,"1,N",,,,,,,,,20130227.0,",1,N",,,,,19.1,"1,,N,27,",53.4,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,US1MILV0024,2017-07,42.579228,-83.847953,294.1,"HOWELL 4.9 ESE, MI US",9.0,",N",5.0,",N",1.0,",N",,,,,,,,,20170713.0,",,N",,,,,28.4,",,N,13,",77.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,US1MILV0026,2018-06,42.768322,-83.829286,267.3,"FENTON 6.2 WSW, MI US",9.0,"2,N",6.0,"2,N",0.0,"2,N",,,,,,,,,20180628.0,",2,N",,,,,21.8,"2,,N,28,",57.8,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,US1MILV0029,2021-06,42.539522,-83.758121,293.2,"BRIGHTON 1.5 ENE, MI US",15.0,"3,N",14.0,"3,N",2.0,"3,N",,,,,,,,,20210621.0,",3,N",,,,,34.8,"3,,N,21,",166.8,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,US1MILV0030,2021-08,42.749595,-83.866443,269.1,"LINDEN 6.5 SW, MI US",10.0,",N",5.0,",N",1.0,",N",,,,,,,,,20210812.0,",,N",,,,,103.1,",,N,12,",136.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,US1MILV0031,2022-09,42.53042,-83.76223,308.5,"BRIGHTON 1.1 E, MI US",10.0,"3,N",8.0,"3,N",1.0,"3,N",,,,,,,,,20220921.0,",3,N",,,,,25.4,"3,,N,21,",78.5,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,US1MILV0032,2022-08,42.5983855,-84.0060165,273.7,"HOWELL 3.7 WSW, MI US",11.0,",N",7.0,",N",0.0,",N",,,,,,,,,20220804.0,",,N",,,,,24.6,",,N,04,",81.3,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,US1MIMB0002,2008-07,42.524848,-82.892983,178.0,"ST. CLAIR SHORES 2.2 N, MI US",11.0,"2,N",7.0,"2,N",1.0,"2,N",,,0.0,"2,N",,,20080731.0,"+,2,N",20080703.0,",2,N",,,0.0,"2,,N,31,+",26.2,"2,,N,03,",84.2,",a,,N",0.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,US1MIMB0003,2008-07,42.613428,-82.982202,184.1,"STERLING HEIGHTS 3.4 NE, MI US",7.0,"1,N",4.0,"1,N",0.0,"1,N",,,0.0,"1,N",,,20080731.0,"+,1,N",20080703.0,",1,N",,,0.0,"1,,N,31,+",23.9,"1,,N,03,",67.4,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,US1MIMB0007,2008-07,42.665936,-83.028694,207.3,"SHELBY 0.4 SSE, MI US",9.0,",N",6.0,",N",1.0,",N",,,0.0,",N",,,20080731.0,"+,,N",20080703.0,",,N",,,0.0,",,N,31,+",26.7,",,N,03,",76.8,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,US1MIMB0009,2008-09,42.677025,-82.735671,175.0,"NEW BALTIMORE 0.4 SSE, MI US",10.0,"1,N",8.0,"1,N",2.0,"1,N",,,0.0,"1,N",,,20080930.0,"+,1,N",20080914.0,",1,N",,,0.0,"1,,N,30,+",62.2,"1,,N,14,",163.1,"1,,,N",0.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,US1MIMB0010,2008-09,42.591073,-82.988245,184.1,"STERLING HEIGHTS 2.3 ENE, MI US",10.0,",N",6.0,",N",2.0,",N",,,0.0,",N",,,20080930.0,"+,,N",20080914.0,",,N",,,0.0,",,N,30,+",77.2,",,N,14,",157.9,",,,N",0.0,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,US1MIMB0011,2017-05,42.652717,-82.936949,182.0,"UTICA 4.6 ENE, MI US",,,,,,,,,,,,,,,,,,,,,,,131.0,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,US1MIMB0012,2008-09,42.607,-82.976,182.9,"STERLING HEIGHTS 3.3 NE, MI US",10.0,"3,N",7.0,"3,N",2.0,"3,N",,,0.0,"3,N",,,20080930.0,"+,3,N",20080914.0,",3,N",,,0.0,"3,,N,30,+",79.0,"3,,N,14,",174.3,"3,,,N",0.0,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,US1MIMB0015,2009-04,42.725695,-83.039674,214.9,"WASHINGTON 0.2 NW, MI US",17.0,"2,N",12.0,"2,N",1.0,"2,N",,,,,,,,,20090415.0,",2,N",,,,,28.2,"2,,N,15,",170.4,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,US1MIMB0016,2009-05,42.620776,-82.920468,181.4,"CLINTON 2.3 N, MI US",9.0,"2,N",6.0,"2,N",0.0,"2,N",,,,,,,,,20090514.0,",2,N",,,,,20.1,"2,,N,14,",64.2,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,US1MIMB0017,2009-06,42.478659,-82.941585,184.7,"EASTPOINTE 1.0 NNE, MI US",,,,,,,,,,,,,,,,,,,,,,,90.9,"3,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,US1MIMB0018,2009-08,42.663525,-82.902502,182.9,"MACOMB 3.9 SE, MI US",8.0,"5,N",5.0,"5,N",1.0,"5,N",,,,,,,,,20090809.0,",5,N",,,,,66.0,"5,,N,09,",115.8,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,US1MIMB0022,2010-05,42.639577,-83.027232,198.4,"UTICA 0.8 NNW, MI US",16.0,",N",10.0,",N",1.0,",N",,,,,,,,,20100503.0,",,N",,,,,29.2,",,N,03,",119.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,US1MIMB0023,2010-09,42.573168,-82.917344,184.7,"CLINTON 1.0 S, MI US",10.0,"4,N",7.0,"4,N",2.0,"4,N",,,,,,,,,20100930.0,"+,4,N",,,,,37.6,"4,,N,30,+",114.9,"4,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,US1MIMB0024,2010-09,42.77873,-82.93591,214.9,"RAY 2.1 WNW, MI US",12.0,",N",8.0,",N",1.0,",N",,,,,,,,,20100929.0,",,N",,,,,30.7,",,N,29,",103.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,US1MIMB0025,2011-10,42.60374,-82.92451,180.4,"CLINTON 1.2 N, MI US",,,,,,,,,,,,,,,,,,,,,,,194.8,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,US1MIMB0026,2012-04,42.4964179992676,-82.8947982788086,178.3,"ST. CLAIR SHORES 0.3 NW, MI US",6.0,",N",3.0,",N",0.0,",N",,,,,,,,,20120416.0,",,N",,,,,18.0,",,N,16,",38.6,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,US1MIMB0030,2012-06,42.64333333,-83.06916667,215.2,"SHELBY 2.6 SW, MI US",8.0,",N",6.0,",N",0.0,",N",,,,,,,,,20120602.0,",,N",,,,,10.4,",,N,02,",35.1,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,US1MIMB0031,2012-12,42.539798,-83.080385,192.0,"STERLING HEIGHTS 3.8 SW, MI US",,,,,,,,,,,,,,,,,,,,,,,84.0,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,US1MIMB0033,2013-02,42.5147724151611,-82.9042267799377,180.4,"ROSEVILLE 1.7 ENE, MI US",13.0,",N",6.0,",N",0.0,",N",,,,,,,,,20130227.0,",,N",,,,,14.7,",,N,27,",62.2,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,US1MIMB0035,2013-07,42.5789985656738,-82.900993347168,187.1,"CLINTON 1.1 ESE, MI US",13.0,"1,N",8.0,"1,N",2.0,"1,N",,,,,,,,,20130710.0,",1,N",,,,,79.2,"1,,N,10,",192.6,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,US1MIMB0040,2014-05,42.5213088989258,-82.9574737548828,188.4,"ROSEVILLE 1.4 NW, MI US",13.0,"3,N",8.0,"3,N",3.0,"3,N",,,,,,,,,20140528.0,",3,N",,,,,45.0,"3,,N,28,",187.3,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,US1MIMB0048,2015-04,42.573352,-82.816513,177.1,"HARRISON 0.9 SSE, MI US",12.0,"2,N",6.0,"2,N",0.0,"2,N",,,,,,,,,20150410.0,",2,N",,,,,24.4,"2,,N,10,",64.1,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,US1MIMB0049,2015-04,42.577269,-83.065309,192.0,"STERLING HEIGHTS 1.8 W, MI US",13.0,",N",6.0,",N",0.0,",N",,,,,,,,,20150410.0,",,N",,,,,22.4,",,N,10,",61.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,US1MIMB0052,2015-08,42.498973,-82.936681,187.8,"ROSEVILLE 0.6 S, MI US",8.0,"1,N",5.0,"1,N",1.0,"1,N",,,,,,,,,20150820.0,",1,N",,,,,32.8,"1,,N,20,",76.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,US1MIMB0054,2016-01,42.635189,-82.965289,183.5,"UTICA 2.9 E, MI US",11.0,",N",5.0,",N",0.0,",N",,,,,,,,,20160116.0,",,N",,,,,8.9,",,N,16,",31.9,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,US1MIMB0055,2016-02,42.556972,-82.949386,186.2,"FRASER 1.2 N, MI US",9.0,"3,N",4.0,"3,N",1.0,"3,N",,,,,,,,,20160225.0,",3,N",,,,,38.4,"3,,N,25,",60.4,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,US1MIMB0057,2016-06,42.5298728942871,-83.0034637451172,186.5,"WARREN 2.8 NNE, MI US",4.0,"1,N",2.0,"1,N",0.0,"1,N",,,0.0,"5,N",,,20160630.0,"+,5,N",20160605.0,",1,N",,,0.0,"5,,N,30,+",19.3,"1,,N,05,",29.5,"1,,,N",0.0,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,US1MIMB0059,2017-05,42.7505,-83.0426,267.3,"WASHINGTON TWP .05 WSW, MI US",14.0,"1,N",9.0,"1,N",0.0,"1,N",,,,,,,,,20170521.0,",1,N",,,,,24.9,"1,,N,21,",110.2,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,US1MIMB0063,2018-09,42.4587,-82.8883,176.2,"ST. CLAIR SHORES 2.4 S, MI US",,,,,,,,,,,,,,,,,,,,,,,93.5,"5,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,US1MIMB0064,2019-05,42.671478,-82.767021,179.5,"NEW BALTIMORE 1.7 WSW, MI US",19.0,"2,N",9.0,"2,N",1.0,"2,N",,,,,,,,,20190501.0,",2,N",,,,,26.7,"2,,N,01,",96.3,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,US1MIMB0065,2019-06,42.66549,-82.79473,178.9,"CHESTERFIELD 2.4 E, MI US",13.0,",N",8.0,",N",0.0,",N",,,,,,,,,20190613.0,",,N",,,,,25.1,",,N,13,",97.7,",,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,US1MIMB0069,2021-02,42.505895,-82.924859,184.7,"ROSEVILLE 0.6 E, MI US",5.0,"2,N",3.0,"2,N",1.0,"2,N",,,4.0,"2,N",,,20210216.0,",2,N",20210216.0,",2,N",,,193.0,"2,,N,16,",33.0,"2,,N,16,",48.0,"2,,,N",356.0,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,US1MIMB0070,2021-05,42.606547,-83.007035,188.4,"STERLING HEIGHTS 2.2 NNE, MI US",12.0,"2,N",5.0,"2,N",0.0,"2,N",,,,,,,,,20210529.0,"+,2,N",,,,,13.2,"2,,N,29,+",49.4,"2,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,US1MIMB0071,2021-08,42.5283646,-82.8846237,186.8,"ST CLAIR SHORES 2.5 N, MI US",11.0,"5,N",6.0,"5,N",2.0,"5,N",,,,,,,,,20210812.0,",5,N",,,,,62.2,"5,,N,12,",160.2,"5,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,US1MIMB0072,2021-12,42.635199,-83.0415958,199.0,"UTICA 1.1 WNW, MI US",,,,,,,,,,,,,,,,,,,,,,,65.7,"4,a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,US1MIMB0073,2021-10,42.45155,-82.96084,185.0,"EASTPOINTE 1.2 SSW, MI US",16.0,"3,N",9.0,"3,N",2.0,"3,N",,,,,,,,,20211026.0,"+,3,N",,,,,26.7,"3,,N,26,+",127.6,"3,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,US1MIMC0002,2011-09,45.9919,-84.353,180.7,"CEDARVILLE 0.6 SE LASALLE ISLAND, MI US",11.0,"3,N",7.0,"3,N",1.0,"3,N",,,,,,,,,20110919.0,",3,N",,,,,33.3,"3,,N,19,",106.1,",a,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,US1MIMC0003,2013-07,45.9893775,-84.2977821,189.6,"CEDARVILLE 3.2 ESE, MI US",7.0,"1,N",6.0,"1,N",2.0,"1,N",,,,,,,,,20130727.0,",1,N",,,,,43.7,"1,,N,27,",132.0,"1,,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
