,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
1034,ASN00007200,1988-11,-27.1242,118.2714,485.0,"REEDY, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19881130.0,",,a",,,,,,,,,5.0,",,a,30,",,,,,,,5.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,ASN00007201,1989-01,-24.7428,117.3583,500.0,"WALDBURG, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19890131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,ASN00007202,1899-11,-26.9183,118.6406,,"GABANINTHA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18991130.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,ASN00007204,1999-01,-26.6131,118.5367,517.0,"MEEKATHARRA MILOS AWS COMPARIS, AS",,,446.7,",a",,,,,,,,,,,0.0,",a",0.0,",a",0.0,",a",31.0,",a",31.0,",a",19990106.0,",,a",,,,,,,,,19990128.0,",,a",15.4,",a,06,",,,,,,,43.2,",a,28,",0.0,a,0.0,",a",,,,,32.74,",a",40.01,",,,a",25.48,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,ASN00007205,2000-09,-24.3075,116.9094,337.0,"MOUNT AUGUSTUS RESORT, AS",,,105.9,"5,a",1.0,",a",0.0,",a",0.0,",a",,,,,0.0,"2,a",0.0,"2,a",0.0,"4,a",26.0,"4,a",13.0,"4,a",20000908.0,",2,a",,,,,,,20000904.0,",,a",20000926.0,",4,a",5.5,"2,a,08,",,,,,1.0,",,a,04,",36.5,"4,a,26,",,,4.3,"4,a",1.2,",,,a",,,22.45,"5,a",31.0,"4,,,a",13.91,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,ASN00007300,1998-01,-24.1847,119.7175,605.0,"TEN SIXTY SIX, AS",,,,,1.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19980121.0,",,a",,,,,,,,,0.8,",,a,21,",,,,,,,0.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,ASN00007500,2005-02,-25.6939,116.5381,365.0,"INNOUENDY, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,20050228.0,",,a",,,,,,,,,6.0,",,a,28,",,,,,,,6.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,ASN00007600,1750-05,-28.1156,117.8425,407.0,"MOUNT MAGNET AERO, AS",,,134.3,"1,a",4.0,"3,a",2.0,"3,a",0.0,"3,a",,,,,0.0,"1,a",0.0,"1,a",0.0,"1,a",29.0,"1,a",7.0,"1,a",17500514.0,",1,a",,,,,,,17500530.0,",3,a",17500507.0,",1,a",11.7,"1,a,14,",,,,,7.0,"3,,a,30,",34.7,"1,a,07,",,,0.7,"1,a",17.2,"3,,,a",,,22.79,"1,a",29.07,"1,,,a",16.5,"1,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,ASN00008000,1917-08,-27.9608,114.6339,210.0,"AJANA, AS",,,,,11.0,",a",5.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19170806.0,",,a",,,,,,,,,35.6,",,a,06,",,,,,,,75.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,ASN00008001,1926-01,-28.0603,114.9461,240.0,"BALLA, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19260117.0,",,a",,,,,,,,,2.5,",,a,17,",,,,,,,2.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,ASN00008002,1750-03,-30.5967,116.7714,300.0,"BALLIDU, AS",,,,,0.0,"4,a",0.0,"4,a",0.0,"4,a",,,,,,,,,,,,,,,,,,,,,,,17500331.0,"+,4,a",,,,,,,,,0.0,"4,,a,31,+",,,,,,,11.0,"2,a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,ASN00008003,1930-01,-30.5922,116.9194,400.0,"BALLIDU EAST, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19300131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,ASN00008004,1750-03,-28.0058,114.2206,100.0,"BALLINE, AS",,,,,1.0,"2,a",1.0,"2,a",1.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,41.8,"2,,a,25,",,,,,,,41.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,ASN00008005,1750-03,-30.7294,116.02,200.0,"BARBERTON, AS",,,,,0.0,"4,a",0.0,"4,a",0.0,"4,a",,,,,,,,,,,,,,,,,,,,,,,17500331.0,"+,4,a",,,,,,,,,0.0,"4,,a,31,+",,,,,,,8.0,"2,a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,ASN00008006,1932-01,-29.3333,115.5,,"BELLARANGA, AS",,,,,3.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19320129.0,",,a",,,,,,,,,10.7,",,a,29,",,,,,,,12.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,ASN00008007,1958-01,-28.8956,115.8106,350.0,"PINDAWA, AS",,,,,6.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19580121.0,",,a",,,,,,,,,15.7,",,a,21,",,,,,,,42.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,ASN00008008,1750-03,-30.5831,116.135,230.0,"BERKSHIRE VALLEY, AS",,,,,1.0,"2,a",1.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,8.0,"2,,a,25,",,,,,,,8.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,ASN00008009,1929-02,-30.6286,116.3861,300.0,"BINDI BINDI EAST, AS",,,,,4.0,",a",2.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19290215.0,",,a",,,,,,,,,34.3,",,a,15,",,,,,,,38.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,ASN00008010,1929-10,-28.0403,114.675,260.0,"BINNU, AS",,,,,6.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19291029.0,",,a",,,,,,,,,4.1,",,a,29,",,,,,,,12.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,ASN00008011,1942-01,-28.755,114.6133,180.0,"BLUFF POINT, AS",,,,,1.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19420114.0,",,a",,,,,,,,,0.3,",,a,14,",,,,,,,0.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,ASN00008012,1931-05,-28.38,114.6706,140.0,"BOWES, AS",,,,,10.0,",a",8.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19310503.0,",,a",,,,,,,,,26.7,",,a,03,",,,,,,,80.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,ASN00008013,1750-03,-29.3303,116.1433,300.0,"BOWGADA, AS",,,,,1.0,"2,a",1.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,19.6,"2,,a,25,",,,,,,,19.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,ASN00008014,1750-03,-30.2192,116.7783,300.0,"DALWALLINU NORTH, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,14.4,"2,,a,25,",,,,,,,17.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,ASN00008015,1940-01,-29.575,116.4967,337.0,"BUNJIL, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19400131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,ASN00008016,1750-03,-30.445,117.0406,330.0,"GLENFERRIE, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500324.0,",2,a",,,,,,,,,15.0,"2,,a,24,",,,,,,,19.5,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,ASN00008017,1915-06,-29.9869,116.5711,320.0,"BUNTINE, AS",,,,,17.0,",a",8.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19150626.0,",,a",,,,,,,,,23.1,",,a,26,",,,,,,,88.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,ASN00008018,1929-07,-29.9331,116.7697,290.0,"BUNTINE EAST, AS",,,,,9.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19290726.0,",,a",,,,,,,,,6.6,",,a,26,",,,,,,,16.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,ASN00008019,1922-07,-28.4375,115.1783,300.0,"BUNYA BUNYA, AS",,,,,9.0,",a",4.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19220704.0,",,a",,,,,,,,,19.1,",,a,04,",,,,,,,53.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,ASN00008020,1951-01,-28.9822,116.1683,350.0,"SHELLEYVALE, AS",,,,,5.0,",a",4.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19510117.0,",,a",,,,,,,,,20.6,",,a,17,",,,,,,,62.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,ASN00008021,1957-02,-30.0425,116.6981,320.0,"SUNNYDALE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19570228.0,"+,,a",,,,,,,,,0.0,",,a,28,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,ASN00008022,1750-03,-30.2911,116.3306,300.0,"BALGERBINE, AS",,,,,1.0,"2,a",1.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,9.0,"2,,a,25,",,,,,,,9.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,ASN00008023,1924-01,-28.9,115.85,,"CANNA 1, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19240131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,ASN00008024,1940-01,-28.9,115.9,,"CANNA 2, AS",,,,,1.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19400110.0,",,a",,,,,,,,,0.8,",,a,10,",,,,,,,0.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,ASN00008025,1887-12,-29.6889,115.8869,268.0,"CARNAMAH, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18871231.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,ASN00008026,1915-10,-29.5833,116.3167,,"CARON, AS",,,,,8.0,",a",6.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19151020.0,",,a",,,,,,,,,10.7,",,a,20,",,,,,,,39.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,ASN00008027,1929-01,-28.5167,115.8,,"PINDAR CHALLYMENDA, AS",,,,,2.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19290101.0,",,a",,,,,,,,,1.3,",,a,01,",,,,,,,1.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,ASN00008028,1750-03,-28.5008,114.7897,145.0,"NABAWA, AS",,,,,0.0,"4,a",0.0,"4,a",0.0,"4,a",,,,,,,,,,,,,,,,,,,,,,,17500331.0,"+,4,a",,,,,,,,,0.0,"4,,a,31,+",,,,,,,40.0,"2,a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,ASN00008029,1900-02,-28.7517,114.9017,250.0,"TIBRADDEN, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19000228.0,"+,,a",,,,,,,,,0.0,",,a,28,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,ASN00008030,1915-08,-28.6,114.8,,"CHAPMAN EAST, AS",,,,,15.0,",a",12.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19150819.0,",,a",,,,,,,,,13.7,",,a,19,",,,,,,,83.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,ASN00008031,1916-09,-28.4,114.8,,"CLARE HILL, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19160930.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,ASN00008032,1930-01,-29.0975,116.15,400.0,"BALMAHA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19300131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,ASN00008033,1929-01,-28.7031,115.8172,300.0,"CLONTARF FARM, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19290131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,ASN00008034,1912-07,-30.3,116.8,,"COOARRA, AS",,,,,13.0,",a",8.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120705.0,",,a",,,,,,,,,18.8,",,a,05,",,,,,,,73.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,ASN00008035,1934-10,-28.9,115.5,,"COOLANGATTA 1, AS",,,,,2.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19341013.0,",,a",,,,,,,,,1.8,",,a,13,",,,,,,,2.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,ASN00008036,1911-11,-30.4644,116.0372,200.0,"COOMBERDALE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19111130.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,ASN00008037,1750-03,-29.8819,116.0233,280.0,"COOROW, AS",,,,,1.0,"2,a",1.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500326.0,",2,a",,,,,,,,,12.2,"2,,a,26,",,,,,,,12.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,ASN00008038,2001-01,-30.6392,115.9883,205.0,"MOORA WEST, AS",,,,,3.0,"2,a",1.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,20010129.0,",2,a",,,,,,,,,2.6,"2,,a,29,",,,,,,,5.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,ASN00008039,1912-09,-30.2772,116.6619,335.0,"DALWALLINU COMPARISON, AS",,,,,13.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120904.0,",,a",,,,,,,,,8.1,",,a,04,",,,,,,,38.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,ASN00008040,1936-04,-30.2167,116.7,,"DAMBORING, AS",,,,,3.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19360420.0,",,a",,,,,,,,,3.0,",,a,20,",,,,,,,3.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,ASN00008041,1927-02,-27.9775,115.2103,250.0,"DARTMOOR, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19270227.0,",,a",,,,,,,,,5.1,",,a,27,",,,,,,,6.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,ASN00008042,1936-10,-28.09,115.145,240.0,"YAMMA, AS",,,,,3.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19361001.0,",,a",,,,,,,,,5.8,",,a,01,",,,,,,,6.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,ASN00008043,1912-08,-29.0,116.0,,"DINGLEY DELL, AS",,,,,5.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120829.0,",,a",,,,,,,,,5.1,",,a,29,",,,,,,,11.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,ASN00008044,1884-01,-29.2528,114.9306,9.0,"DONGARA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18840131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,ASN00008045,1909-01,-28.55,114.9,,"DURAWAH, AS",,,,,2.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19090105.0,",,a",,,,,,,,,7.6,",,a,05,",,,,,,,12.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,ASN00008046,1906-03,-30.9133,116.8092,350.0,"DUNOLLY, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19060331.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,ASN00008047,1919-11,-29.4714,115.8528,260.0,"FAIRFIELD, AS",,,,,5.0,",a",3.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19191103.0,",,a",,,,,,,,,34.0,",,a,03,",,,,,,,49.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,ASN00008048,1913-01,-29.3,116.2,,"KARINGA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19130131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,ASN00008049,1933-03,-28.8833,114.75,,"GEORGINA, AS",,,,,4.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19330306.0,",,a",,,,,,,,,6.9,",,a,06,",,,,,,,13.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,ASN00008050,1750-03,-28.7769,114.605,3.0,"GERALDTON TOWN, AS",,,,,1.0,"3,a",1.0,"3,a",0.0,"3,a",,,,,,,,,,,,,,,,,,,,,,,17500326.0,",3,a",,,,,,,,,15.0,"3,,a,26,",,,,,,,15.0,"3,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,ASN00008051,1941-09,-28.7953,114.6975,33.0,"GERALDTON AIRPORT, AS",,,2.0,",a",14.0,",a",5.0,",a",0.0,",a",,,,,0.0,",a",0.0,",a",0.0,",a",11.0,",a",0.0,",a",19410928.0,"+,,a",,,,,,,19410919.0,",,a",19410911.0,",,a",4.7,",a,28,+",,,,,17.8,",,a,19,",28.6,",a,11,",,,80.4,",a",46.8,",,,a",,,15.72,",a",21.28,",,,a",10.16,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,ASN00008052,1750-03,-28.17,114.7614,260.0,"GLENEVA, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,15.0,"2,,a,25,",,,,,,,18.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,ASN00008053,1912-01,-30.75,116.7,,"GLENMORE, AS",,,,,5.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120120.0,",,a",,,,,,,,,18.0,",,a,20,",,,,,,,37.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,ASN00008054,1937-06,-30.7989,116.8936,280.0,"GLENVAR, AS",,,,,8.0,",a",4.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19370627.0,",,a",,,,,,,,,22.4,",,a,27,",,,,,,,53.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,ASN00008055,1912-01,-30.3,116.8,,"GOWRIE, AS",,,,,5.0,",a",4.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120120.0,",,a",,,,,,,,,21.6,",,a,20,",,,,,,,41.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
