,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,AWND,AWND_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
950,CA008200015,1973-09,45.65,-62.7167,11.0,"ABERCROMBIE POINT, NS CA",13.0,",C",2.0,",C",0.0,",C",0.0,",C",19730930.0,"+,,C",19730906.0,",,C",0.0,",,C,30,+",13.0,",,C,06,",27.3,",,,C",0.0,",,,C",,,4.8,",C",,,0.0,",C",0.0,",C",0.0,",C",6.0,",C",0.0,",C",19730925.0,",,C",,,19730903.0,"+,,C",0.6,",C,25,",,,23.9,",C,03,+",,,158.7,",C",13.2,",C",18.2,",,,C",8.21,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,CA008200091,1995-01,45.85,-64.2667,23.0,"AMHERST AUT, NS CA",,,,,,,,,,,,,,,,,,,,,0.0,C,0.0,"5,C",,,5.0,"5,C",26.0,"5,C",15.0,"5,C",0.0,"5,C",0.0,"5,C",19950111.0,",5,C",,,19950107.0,",5,C",-25.1,"5,C,11,",,,8.6,"5,C,07,",,,612.2,"5,C",-5.21,"5,C",-2.14,"5,,,C",-8.29,"5,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,CA008200100,1914-05,44.75,-65.5167,8.0,"ANNAPOLIS ROYAL, NS CA",,,,,,,,,,,,,,,,,,,,,,,3.6,",C",,,0.0,",C",7.0,",C",0.0,",C",6.0,",C",0.0,",C",19140503.0,",,C",,,19140528.0,",,C",-3.9,",C,03,",,,30.0,",C,28,",,,268.0,",C",9.81,",C",15.78,",,,C",3.83,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,CA008200150,1880-12,45.6333,-61.9667,9.0,"ANTIGONISH, NS CA",7.0,",C",6.0,",C",1.0,",C",3.0,",C",18801209.0,",,C",18801230.0,",,C",76.0,",,C,09,",25.4,",,C,30,",69.8,",,,C",139.0,",,,C",,,,,,,1.0,",",29.0,",C",,,,,,,18801231.0,",,C",,,,,-17.8,",C,31,",,,,,,,,,,,,,-5.79,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,CA008200151,1979-07,45.6167,-61.9833,31.0,"ANTIGONISH, NS CA",9.0,",C",7.0,",C",2.0,",C",0.0,",C",19790731.0,"+,,C",19790705.0,",,C",0.0,",,C,31,+",35.6,",,C,05,",108.4,",,,C",0.0,",,,C",,,63.7,"1,C",,,0.0,",C",0.0,",C",0.0,"1,C",26.0,"1,C",0.0,"1,C",19790707.0,",,C",,,19790722.0,",1,C",2.0,",C,07,",,,32.0,"1,C,22,",32.2,C,32.2,"1,C",19.38,"1,C",25.33,"1,,,C",13.42,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,CA008200155,1966-12,46.2333,-61.1333,61.0,"APRIL BROOK IHD, NS CA",10.0,",C",10.0,",C",1.0,",C",6.0,"1,C",19661219.0,",1,C",19661229.0,",,C",234.0,"1,,C,19,",36.8,",,C,29,",161.5,",,,C",533.0,"1,,,C",,,0.0,",C",11.0,"2,C",0.0,",C",28.0,",C",8.0,",C",0.0,",C",0.0,",C",19661229.0,",,C",19661220.0,",2,C",19661211.0,",,C",-12.2,",C,29,",230.0,"2,,C,20,",14.4,",C,11,",,,581.2,",C",-0.42,",C",2.89,",,,C",-3.72,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,CA008200170,1981-06,43.8333,-65.8667,15.0,"ARGYLE HEAD, NS CA",,,,,,,0.0,",C",19810630.0,"+,,C",,,0.0,",,C,30,+",,,,,0.0,",,,C",,,3.9,",C",,,0.0,",C",0.0,",C",0.0,",C",13.0,",C",0.0,",C",19810603.0,"+,,C",,,19810629.0,"+,,C",4.0,",C,03,+",,,28.0,",C,29,+",,,94.2,",C",15.33,",C",20.45,",,,C",10.2,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,CA008200180,2000-12,45.0,-63.8833,70.0,"ASHDALE, NS CA",16.0,"4,C",14.0,"4,C",0.0,"4,C",8.0,"4,C",20001225.0,",4,C",20001225.0,",4,C",250.0,"4,,C,25,",25.0,"4,,C,25,",176.0,"4,,,C",710.0,"4,,,C",,,,,19.0,"4,C",,,,,,,,,,,,,20001226.0,",4,C",,,,,240.0,"4,,C,26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,CA008200200,1949-11,44.8833,-64.2167,24.0,"AVON, NS CA",23.0,",C",13.0,",C",2.0,",C",1.0,",C",19491128.0,",,C",19491125.0,",,C",41.0,",,C,28,",35.3,",,C,25,",177.9,",,,C",41.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,CA008200210,1993-05,45.0167,-64.1167,42.0,"AVONDALE, NS CA",15.0,",C",8.0,",C",0.0,",C",0.0,",C",19930531.0,"+,,C",19930521.0,",,C",0.0,",,C,31,+",17.0,",,C,21,",65.2,",,,C",0.0,",,,C",,,0.0,"4,C",0.0,",C",0.0,"3,C",3.0,"3,C",0.0,"1,C",4.0,"1,C",0.0,"1,C",19930510.0,",3,C",19930531.0,"+,,C",19930527.0,",1,C",-1.5,"3,C,10,",0.0,",,C,31,+",26.0,"1,C,27,",,,199.7,"1,C",10.74,"4,C",16.18,"1,,,C",5.3,"3,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,CA008200220,1961-04,45.0333,-64.8667,40.0,"AYLESFORD, NS CA",,,,,,,0.0,",C",19610430.0,"+,,C",,,0.0,",,C,30,+",,,,,0.0,",,,C",,,0.0,",C",,,0.0,",C",18.0,",C",0.0,",C",0.0,",C",0.0,",C",19610404.0,",,C",,,19610428.0,"+,,C",-6.1,",C,04,",,,15.0,",C,28,+",,,459.0,",C",3.03,",C",6.67,",,,C",-0.61,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,CA008200250,1957-12,43.4667,-65.4667,3.0,"BACCARO, NS CA",16.0,",C",12.0,",C",0.0,",C",0.0,",C",19571217.0,"+,,C",19571221.0,",,C",0.0,",T,C,17,+",19.8,",,C,21,",94.6,",,,C",0.0,",T,,C",,,0.0,",C",,,0.0,",C",19.0,",C",1.0,",C",0.0,",C",0.0,",C",19571219.0,"+,,C",,,19571210.0,",,C",-7.8,",C,19,+",,,12.2,",C,10,",,,471.2,",C",3.13,",C",6.7,",,,C",-0.44,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,CA008200254,2005-12,43.45,-65.4667,13.0,"BACCARO POINT, NS CA",,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,0.0,",C",16.0,",C",5.0,",C",0.0,",C",0.0,",C",20051208.0,",,C",,,20051201.0,",,C",-7.1,",C,08,",,,12.1,",C,01,",,,503.6,",C",2.09,",C",4.84,",,,C",-0.66,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,CA008200255,2007-06,43.45,-65.4667,5.0,"BACCARO PT, NS CA",11.0,"1,C",8.0,"1,C",0.0,"1,C",,,,,20070604.0,",1,C",,,17.6,"1,,C,04,",62.1,"1,,,C",,,,,0.0,",C",0.0,",",0.0,",C",0.0,",C",0.0,",C",1.0,",C",0.0,",C",20070608.0,",,C",20070630.0,"+,,C",20070618.0,",,C",6.1,",C,08,",0.0,",,C,30,+",23.7,",C,18,",,,195.0,",C",11.83,",C",14.48,",,,C",9.18,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,CA008200300,1875-06,46.1,-60.75,8.0,"BADDECK, NS CA",2.0,",C",1.0,",C",0.0,",C",0.0,",C",18750630.0,"+,,C",18750619.0,",,C",0.0,",,C,30,+",12.7,",,C,19,",14.5,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,CA008200301,2000-07,46.1,-60.75,17.0,"BADDECK BELL, NS CA",9.0,",C",7.0,",C",1.0,",C",0.0,",C",20000731.0,"+,,C",20000708.0,",,C",0.0,",,C,31,+",29.0,",,C,08,",88.5,",,,C",0.0,",,,C",,,7.6,",C",0.0,",C",0.0,",C",0.0,",C",0.0,",C",23.0,",C",0.0,",C",20000714.0,",,C",20000731.0,"+,,C",20000725.0,",,C",6.5,",C,14,",0.0,",,C,31,+",28.0,",C,25,",28.9,C,28.9,",C",17.65,",C",22.11,",,,C",13.18,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,CA008200400,1950-02,45.65,-61.4333,11.0,"BARRIE BROOK, NS CA",7.0,",C",7.0,",C",0.0,",C",5.0,",C",19500216.0,"+,,C",19500220.0,",,C",102.0,",,C,16,+",17.0,",,C,20,",70.2,",,,C",382.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,CA008200437,1990-12,44.5,-64.0833,31.0,"BAYSWATER, NS CA",16.0,",C",11.0,",C",2.0,",C",0.0,",C",19901231.0,"+,,C",19901208.0,",,C",0.0,",T,C,31,+",58.2,",,C,08,",168.8,",,,C",0.0,",T,,C",,,0.0,",C",0.0,",C",0.0,",C",21.0,",C",5.0,",C",0.0,",C",0.0,",C",19901228.0,",,C",19901231.0,"+,,C",19901223.0,",,C",-14.0,",C,28,",0.0,",,C,31,+",12.0,",C,23,",,,540.6,",C",0.9,",C",5.18,",,,C",-3.39,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,CA008200500,1952-12,44.5667,-65.6333,8.0,"BEAR RIVER, NS CA",7.0,",C",5.0,",C",1.0,",C",1.0,",C",19521227.0,",,C",19521206.0,",,C",51.0,",,C,27,",25.4,",,C,06,",57.5,",,,C",51.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,CA008200550,1871-09,44.9,-63.7167,183.0,"BEAVERBANK, NS CA",8.0,",C",8.0,",C",2.0,",C",0.0,",C",18710930.0,"+,,C",18710927.0,",,C",0.0,",,C,30,+",45.5,",,C,27,",124.0,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,CA008200558,1995-01,44.8167,-62.3333,16.0,"BEAVER ISLAND AUT, NS CA",,,,,,,,,,,,,,,,,,,,,0.0,C,0.0,"5,C",,,0.0,"5,C",15.0,"5,C",6.0,"5,C",0.0,"5,C",0.0,"5,C",19950111.0,",5,C",,,19950107.0,",5,C",-17.5,"5,C,11,",,,7.7,"5,C,07,",,,520.1,"5,C",-1.67,"5,C",0.91,"5,,,C",-4.25,"5,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,CA008200575,1955-01,44.7333,-63.6667,31.0,"BEDFORD, NS CA",12.0,",C",7.0,",C",1.0,",C",5.0,",C",19550130.0,",,C",19550130.0,",,C",305.0,",,C,30,",30.5,",,C,30,",96.6,",,,C",801.0,",,,C",0.0,C,0.0,",C",,,0.0,",C",28.0,",C",15.0,",C",0.0,",C",0.0,",C",19550131.0,",,C",,,19550124.0,",,C",-16.7,",C,31,",,,3.3,",C,24,",,,662.5,",C",-3.04,",C",-0.39,",,,C",-5.68,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,CA008200577,1998-06,43.6667,-65.25,7.0,"BERRYS BAY, NS CA",12.0,",C",8.0,",C",0.0,",C",0.0,",C",19980630.0,"+,,C",19980630.0,",,C",0.0,",,C,30,+",14.0,",,C,30,",53.9,",,,C",0.0,",,,C",,,0.0,",C",0.0,",C",0.0,",C",0.0,",C",0.0,",C",1.0,",C",0.0,",C",19980610.0,",,C",19980630.0,"+,,C",19980629.0,",,C",4.0,",C,10,",0.0,",,C,30,+",22.5,",C,29,",,,171.2,",C",12.63,",C",15.7,",,,C",9.55,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,CA008200578,1994-06,45.0833,-64.7333,40.0,"BERWICK, NS CA",13.0,",C",5.0,",C",0.0,",C",0.0,",C",19940630.0,"+,,C",19940614.0,",,C",0.0,",,C,30,+",15.4,",,C,14,",58.4,",,,C",0.0,",,,C",,,29.4,",C",0.0,",C",0.0,",C",0.0,",C",0.0,",C",21.0,",C",0.0,",C",19940611.0,",,C",19940630.0,"+,,C",19940627.0,",,C",1.0,",C,11,",0.0,",,C,30,+",29.5,",C,27,",,,61.7,",C",17.26,",C",23.93,",,,C",10.58,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,CA008200579,1984-09,46.8333,-60.6167,40.0,"BIG INTERVALE, NS CA",15.0,",C",12.0,",C",1.0,",C",0.0,",C",19840930.0,"+,,C",19840915.0,",,C",0.0,",,C,30,+",26.4,",,C,15,",126.6,",,,C",0.0,",,,C",,,5.8,"2,C",,,0.0,"2,C",0.0,"2,C",0.0,"2,C",4.0,"2,C",0.0,"2,C",19840918.0,",2,C",,,19840926.0,"+,2,C",3.5,"2,C,18,",,,24.0,"2,C,26,+",,,153.1,"2,C",13.07,"2,C",17.14,"2,,,C",9.0,"2,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,CA008200581,1958-06,45.45,-61.4833,69.0,"BIRCHTOWN, NS CA",4.0,",C",4.0,",C",1.0,",C",0.0,",C",19580630.0,"+,,C",19580622.0,",,C",0.0,",,C,30,+",47.8,",,C,22,",71.2,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,CA008200584,1973-06,46.1333,-61.3333,107.0,"BLACK RIVER, NS CA",6.0,",C",6.0,",C",1.0,",C",0.0,",C",19730617.0,",,C",19730617.0,",,C",0.0,",T,C,17,",38.9,",,C,17,",85.7,",,,C",0.0,",T,,C",,,18.8,"5,C",,,0.0,"3,C",0.0,"3,C",0.0,"2,C",15.0,"2,C",0.0,"2,C",19730618.0,"+,3,C",,,19730630.0,",2,C",1.1,"3,C,18,+",,,26.7,"2,C,30,",,,113.6,"2,C",14.86,"5,C",19.72,"2,,,C",10.0,"3,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,CA008200587,1956-07,45.4833,-62.4167,213.0,"BLUE MOUNTAIN, NS CA",11.0,",C",8.0,",C",0.0,",C",0.0,",C",19560731.0,"+,,C",19560702.0,",,C",0.0,",,C,31,+",18.3,",,C,02,",76.0,",,,C",0.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,CA008200590,1975-09,45.7,-62.65,8.0,"BRAESHORE, NS CA",11.0,",C",6.0,",C",0.0,",C",0.0,",C",19750930.0,"+,,C",19750912.0,",,C",0.0,",,C,30,+",23.9,",,C,12,",77.2,",,,C",0.0,",,,C",,,,,0.0,",C",,,,,,,,,,,,,19750930.0,"+,,C",,,,,0.0,",,C,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,CA008200596,1998-01,44.8333,-65.3,8.0,"BRIDGETOWN, NS CA",15.0,"3,C",8.0,"3,C",1.0,"3,C",3.0,",C",19980101.0,",,C",19980109.0,",3,C",120.0,",,C,01,",26.4,"3,,C,09,",163.3,",a,,C",300.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,CA008200600,1961-09,44.4,-64.55,27.0,"BRIDGEWATER, NS CA",10.0,",C",5.0,",C",0.0,",C",0.0,",C",19610930.0,"+,,C",19610921.0,",,C",0.0,",,C,30,+",20.6,",,C,21,",54.9,",,,C",0.0,",,,C",,,35.5,",C",,,0.0,",C",1.0,",C",0.0,",C",20.0,",C",1.0,",C",19610918.0,",,C",,,19610911.0,",,C",0.0,",C,18,",,,32.2,",C,11,",,,67.7,",C",17.26,",C",23.14,",,,C",11.38,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,CA008200604,2005-11,44.2833,-66.35,16.0,"BRIER ISLAND, NS CA",16.0,",C",11.0,",C",1.0,",C",,,,,20051122.0,",,C",,,30.4,",,C,22,",118.1,",,,C",,,,,0.0,",C",,,0.0,",C",1.0,",C",0.0,",C",0.0,",C",0.0,",C",20051119.0,",,C",,,20051101.0,",,C",-0.7,",C,19,",,,18.4,",C,01,",,,301.0,",C",8.3,",C",10.98,",,,C",5.62,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,CA008200630,1973-10,45.0667,-64.6167,31.0,"CAMBRIDGE STATION, NS CA",10.0,",C",5.0,",C",1.0,",C",0.0,",C",19731031.0,"+,,C",19731026.0,",,C",0.0,",,C,31,+",26.7,",,C,26,",80.2,",,,C",0.0,",,,C",,,0.0,",C",,,0.0,",C",11.0,",C",0.0,",C",2.0,",C",0.0,",C",19731029.0,",,C",,,19731013.0,",,C",-7.8,",C,29,",,,23.9,",C,13,",,,309.4,",C",8.35,",C",13.97,",,,C",2.73,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,CA008200635,1973-02,45.3167,-63.2,183.0,"CAMDEN IHD, NS CA",12.0,",C",12.0,",C",1.0,",C",8.0,",C",19730211.0,",,C",19730202.0,",,C",201.0,",,C,11,",25.7,",,C,02,",117.0,",,,C",646.0,",,,C",,,0.0,",C",19.0,",C",6.0,",C",27.0,",C",18.0,",C",0.0,",C",0.0,",C",19730227.0,"+,,C",19730225.0,",,C",19730203.0,",,C",-25.0,",C,27,+",410.0,",,C,25,",11.1,",C,03,",,,710.1,",C",-7.03,",C",-2.52,",,,C",-11.54,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,CA008200638,1979-12,45.15,-64.45,27.0,"CANNING, NS CA",9.0,",C",7.0,",C",1.0,",C",5.0,",C",19791209.0,",,C",19791206.0,",,C",62.0,",,C,09,",25.8,",,C,06,",76.7,",,,C",233.0,",,,C",,,,,,,,,,,15.0,"5,C",0.0,"5,C",0.0,"5,C",,,,,19791206.0,",5,C",,,,,16.0,"5,C,06,",,,,,,,1.23,"5,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,CA008200640,1964-01,45.3167,-60.9667,26.0,"CANSO, NS CA",12.0,",C",11.0,",C",2.0,",C",6.0,",C",19640114.0,",,C",19640126.0,",,C",246.0,",,C,14,",82.0,",,C,26,",236.0,",,,C",701.0,",,,C",0.0,C,0.0,",C",31.0,",C",0.0,",C",31.0,",C",21.0,",C",0.0,",C",0.0,",C",19640116.0,",,C",19640117.0,"+,,C",19640126.0,"+,,C",-17.2,",C,16,",280.0,",,C,17,+",6.1,",C,26,+",,,703.7,",C",-4.37,",C",-0.88,",,,C",-7.85,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,CA008200650,1959-05,45.7833,-63.0833,15.0,"CAPE JOHN, NS CA",11.0,",C",5.0,",C",0.0,",C",0.0,",C",19590531.0,"+,,C",19590530.0,",,C",0.0,",,C,31,+",6.9,",,C,30,",36.8,",,,C",0.0,",,,C",,,0.0,",C",,,0.0,",C",1.0,",C",0.0,",C",3.0,",C",0.0,",C",19590507.0,",,C",,,19590526.0,",,C",-1.7,",C,07,",,,23.4,",C,26,",,,276.3,",C",9.42,",C",13.84,",,,C",5.01,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,CA008200670,1958-10,47.0167,-60.45,47.0,"CAPE NORTH, NS CA",16.0,",C",11.0,",C",0.0,",C",0.0,",C",19581031.0,"+,,C",19581028.0,",,C",0.0,",,C,31,+",20.6,",,C,28,",100.5,",,,C",0.0,",,,C",,,0.0,"5,C",0.0,",C",0.0,"4,C",0.0,"4,C",0.0,"1,C",0.0,"1,C",0.0,"1,C",19581015.0,",4,C",19581031.0,"+,,C",19581001.0,",1,C",0.6,"4,C,15,",0.0,",,C,31,+",20.0,"1,C,01,",,,261.6,"1,C",8.13,"5,C",10.75,"1,,,C",5.5,"4,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,CA008200700,1948-04,43.3833,-65.6167,3.0,"CAPE SABLE, NS CA",2.0,"4,C",2.0,"4,C",0.0,"4,C",0.0,",C",19480430.0,"+,,C",19480411.0,",4,C",0.0,",,C,30,+",9.1,"4,,C,11,",43.6,"2,a,,C",0.0,",,,C",,,0.0,",C",,,0.0,",C",8.0,",C",0.0,",C",0.0,",C",0.0,",C",19480426.0,",,C",,,19480425.0,"+,,C",-2.2,",C,26,",,,10.0,",C,25,+",,,438.7,",C",3.71,",C",6.04,",,,C",1.37,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,CA008200750,1971-04,45.5667,-60.9,15.0,"CAP LA RONDE, NS CA",,,,,,,,,,,,,,,,,,,,,,,0.0,",C",,,0.0,",C",7.0,",C",0.0,",C",0.0,",C",0.0,",C",19710419.0,",,C",,,19710414.0,"+,,C",-3.9,",C,19,",,,14.5,",C,14,+",,,414.8,",C",4.51,",C",7.52,",,,C",1.49,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,CA008200774,1995-01,45.7667,-62.6833,2.0,"CARIBOU POINT AUT, NS CA",,,,,,,,,,,,,,,,,,,,,0.0,C,0.0,"4,C",,,4.0,"4,C",27.0,"4,C",20.0,"4,C",0.0,"4,C",0.0,"4,C",19950111.0,",4,C",,,19950116.0,",4,C",-21.6,"4,C,11,",,,15.2,"4,C,16,",,,588.3,"4,C",-3.46,"4,C",0.0,"4,,,C",-6.92,"4,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,CA008200800,1945-02,44.6333,-63.6333,59.0,"CHAIN LAKE, NS CA",7.0,",C",7.0,",C",1.0,",C",6.0,",C",19450210.0,",,C",19450224.0,",,C",152.0,",,C,10,",36.1,",,C,24,",96.0,",,,C",507.0,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,CA008200810,1978-10,43.5833,-65.7833,3.0,"CHARLESVILLE, NS CA",5.0,",C",5.0,",C",1.0,",C",0.0,",C",19781031.0,"+,,C",19781004.0,",,C",0.0,",,C,31,+",41.0,",,C,04,",124.0,",,,C",0.0,",,,C",,,0.0,",C",,,0.0,",C",6.0,",C",0.0,",C",0.0,",C",0.0,",C",19781025.0,",,C",,,19781006.0,",,C",-4.0,",C,25,",,,19.5,",C,06,",,,282.8,",C",9.21,",C",13.68,",,,C",4.74,",,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,CA008200816,1983-12,44.55,-64.25,61.0,"CHESTER, NS CA",,,,,,,3.0,"2,C",19831224.0,",2,C",,,110.0,"2,,C,24,",,,,,220.0,"2,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,CA008200818,1983-12,44.55,-64.3167,13.0,"CHESTER BASIN, NS CA",,,,,,,3.0,"1,C",19831224.0,",1,C",,,110.0,"1,,C,24,",,,,,210.0,"1,,,C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
