,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES
829,MAM00067067,2001-09,-17.633,48.5,780.0,"AMBOHITSILAOZANA, MA",,,,,,,,,,,,,,,,,0.0,"3,S",27.0,"3,S",0.0,"3,S",,,,,,,20010908.0,"+,3,S",,,,,,,30.0,"3,S,08,+",,,,,,,,,27.11,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,MAM00067072,1987-08,-17.094,49.816,2.1,"SAINTE MARIE, MA",,,,,23.0,"5,S",17.0,"5,S",2.0,"5,S",,,,,,,,,,,,,,,,,19870808.0,",5,S",,,,,,,40.9,"5,,S,08,",,,,,,,213.8,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,MAM00067073,1978-06,-18.05,44.033,23.0,"MAINTIRANO, MA",,,,,2.0,"4,S",1.0,"4,S",0.0,"4,S",,,,,,,,,,,,,,,,,19780619.0,",4,S",,,,,,,9.9,"4,,S,19,",,,,,,,10.9,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,MAM00067085,2012-09,-18.867,47.5,1310.0,"ANTANANARIVO VILLE, MA",,,14.6,"5,S",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"4,S",21.0,"4,S",0.0,"4,S",20120924.0,"+,5,S",,,,,20120930.0,",4,S",10.2,"5,S,24,+",,,,,28.1,"4,S,30,",,,21.9,"4,S",,,18.01,"5,S",23.89,"4,,,S",12.12,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,MAM00067107,2022-06,-19.817,47.067,1532.0,"ANTSIRABE, MA",,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"3,S",18.0,"3,S",0.0,"3,S",20220625.0,",4,S",,,,,20220609.0,"+,3,S",2.2,"4,S,25,",,,,,23.4,"3,S,09,+",,,,,,,14.67,"6,S",21.61,"3,,,S",7.74,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,MAM00067113,1981-03,-19.833,48.8,5.0,"MAHANORO, MA",,,,,17.0,"5,S",12.0,"5,S",6.0,"5,S",,,,,,,,,,,,,,,,,19810305.0,",5,S",,,,,,,320.0,"5,,S,05,",,,,,,,887.7,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,MAM00067117,1977-10,-20.285,44.318,9.1,"MORONDAVA, MA",,,,,1.0,"5,S",1.0,"5,S",0.0,"5,S",,,,,,,,,,,,,,,,,19771024.0,",5,S",,,,,,,3.0,"5,,S,24,",,,,,,,3.0,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,MAM00067131,1980-09,-21.754,43.376,4.9,"MOROMBE, MA",,,,,2.0,"5,S",1.0,"5,S",0.0,"5,S",,,,,,,,,,,,,,,,,19800920.0,",5,S",,,,,,,11.9,"5,,S,20,",,,,,,,12.4,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,MAM00067137,1977-07,-21.442,47.112,1115.0,"FIANARANTSOA, MA",,,,,9.0,"5,S",1.0,"5,S",0.0,"5,S",,,,,,,,,,,,,,,,,19770723.0,",5,S",,,,,,,3.0,"5,,S,23,",,,,,,,10.8,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,MAM00067152,2006-10,-22.55,45.4,824.0,"RANOHIRA, MA",,,160.9,"2,S",,,,,,,,,0.0,"2,S",0.0,"2,S",0.0,"1,S",30.0,"1,S",12.0,"1,S",20061011.0,",2,S",,,,,20061026.0,"+,1,S",11.1,"2,S,11,",,,,,36.0,"1,S,26,+",,,0.4,"1,S",,,23.83,"2,S",31.33,"1,,,S",16.33,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,MAM00067157,1977-08,-22.805,47.821,7.9,"FARAFANGANA, MA",,,,,14.0,"4,S",9.0,"4,S",1.0,"4,S",,,,,,,,,,,,,,,,,19770813.0,",4,S",,,,,,,70.1,"4,,S,13,",,,,,,,128.4,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,MBM00078922,1996-06,14.767,-60.883,34.0,"TRINITE CARAVELLE, MB",,,234.2,"2,S",,,,,,,,,0.0,",S",0.0,",S",0.0,"2,S",28.0,"2,S",0.0,"2,S",19960623.0,"+,,S",,,,,19960630.0,",2,S",23.0,",S,23,+",,,,,30.0,"2,S,30,",,,0.0,"2,S",,,26.71,"2,S",28.8,"2,,,S",24.62,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,MBM00078925,1973-06,14.591,-61.003,4.9,"LE LAMENTIN, MB",,,232.3,"4,S",,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"3,S",27.0,"3,S",0.0,"3,S",19730605.0,",4,S",,,,,19730611.0,"+,3,S",22.0,"4,S,05,",,,,,32.0,"3,S,11,+",,,0.0,"3,S",,,27.25,"4,S",30.26,"3,,,S",24.23,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,MCM00045011,1952-01,22.15,113.592,6.1,"MACAU INTERNATIONAL, MC",5.8,S,5.8,"3,S",,,,,,,,,0.0,"3,S",0.0,"3,S",0.0,",S",11.0,",S",0.0,",S",19520109.0,"+,3,S",,,,,19520129.0,"+,,S",7.2,"3,S,09,+",,,,,26.1,",S,29,+",,,71.4,",S",,,15.94,"3,S",19.58,",,,S",12.3,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,MD000033667,1959-07,48.1,27.4,168.0,"BRATUSHANI, MD",,,,,4.0,"2,I",3.0,"2,I",0.0,"2,I",,,,,,,,,,,,,,,,,19590719.0,",2,I",,,,,,,5.7,"2,,I,19,",,,,,,,12.6,"2,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,MD000033678,1945-08,48.2,28.3,173.0,"SOROCA, MD",,,,,8.0,"1,I",5.0,"1,I",0.0,"1,I",,,,,,,,,,,,,,,,,19450812.0,",1,I",,,,,,,18.5,"1,,I,12,",,,,,,,51.4,"1,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,MD000033679,1959-07,48.033,28.7,154.0,"CAMENCA, MD",,,,,5.0,",I",2.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19590719.0,",,I",,,,,,,17.2,",,I,19,",,,,,,,35.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,MD000033744,1959-07,47.6,27.7,162.0,"FALESTI, MD",,,,,6.0,"3,I",4.0,"3,I",0.0,"3,I",,,,,,,,,,,,,,,,,19590719.0,",3,I",,,,,,,6.6,"3,,I,19,",,,,,,,22.8,"3,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,MD000033745,1945-01,47.783,27.95,102.0,"BEL CY, MD",,,,,9.0,"1,I",5.0,"1,I",0.0,"1,I",,,,,,,,,,,,,,,,,19450129.0,",1,I",,,,,,,8.0,"1,,I,29,",,,,,,,33.2,"1,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,MD000033748,1959-07,47.333,28.083,232.0,"KORNESTY, MD",,,,,8.0,",I",6.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19590719.0,",,I",,,,,,,17.9,",,I,19,",,,,,,,64.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,MD000033749,1959-07,47.4,28.5,78.0,"BRAVICY, MD",,,,,9.0,",I",5.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19590719.0,",,I",,,,,,,16.5,",,I,19,",,,,,,,42.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,MD000033754,1963-05,47.8,29.0,119.0,"RIBNICA, MD",,,,,8.0,",I",3.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19630520.0,",,I",,,,,,,24.8,",,I,20,",,,,,,,35.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,MD000033815,1886-11,47.02,28.87,173.0,"KISINEV, MD",,,,,7.0,",r",4.0,",r",0.0,",r",,,,,,,,,,,,,,,,,18861123.0,",,r",,,,,,,11.9,",,r,23,",,,,,,,28.5,",,,r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,MD000033817,1959-07,46.75,28.35,77.0,"KARPINENY, MD",,,,,9.0,",I",6.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19590715.0,",,I",,,,,,,11.3,",,I,15,",,,,,,,36.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,MD000033821,1957-01,47.3,29.1,42.0,"DUBOSSARY, MD",,,,,8.0,",I",3.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19570116.0,",,I",,,,,,,12.1,",,I,16,",,,,,,,24.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,MD000033824,1959-07,47.1,29.0,79.0,"BEL CATA, MD",,,,,9.0,",I",4.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19590720.0,",,I",,,,,,,12.5,",,I,20,",,,,,,,37.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,MD000033829,1936-01,46.8,29.7,19.0,"TIRASPOL, MD",,,,,12.0,",I",4.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19360117.0,",,I",,,,,,,5.7,",,I,17,",,,,,,,26.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,MD000033881,1959-07,46.483,28.283,156.0,"LEOVA, MD",,,,,13.0,",I",8.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19590728.0,",,I",,,,,,,22.2,",,I,28,",,,,,,,69.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,MD000033883,1945-06,46.3,28.633,133.0,"KOMRAT, MD",,,,,6.0,",I",6.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19450613.0,",,I",,,,,,,5.3,",,I,13,",,,,,,,22.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,MD000033885,1958-01,45.8,28.2,196.0,"KAGUL, MD",,,,,7.0,",I",4.0,",I",0.0,",I",,,,,,,,,,,,,,,,,19580127.0,",,I",,,,,,,17.1,",,I,27,",,,,,,,44.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,MD000033886,1956-12,46.1,28.9,180.0,"CADIR LUNGA, MD",,,,,7.0,"2,I",2.0,"2,I",0.0,"2,I",,,,,,,,,,,,,,,,,19561202.0,",2,I",,,,,,,6.6,"2,,I,02,",,,,,,,16.0,"2,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,MD000033893,1949-05,46.5,29.917,111.0,"OLONESTY, MD",,,,,4.0,"1,I",1.0,"1,I",1.0,"1,I",,,,,,,,,,,,,,,,,19490526.0,",1,I",,,,,,,37.0,"1,,I,26,",,,,,,,40.7,"1,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,MFM00067005,1977-12,-12.805,45.281,7.0,"DZAOUDZI PAMANDZI, MF",,,,,14.0,"5,S",9.0,"5,S",1.0,"5,S",,,,,,,,,,,,,,,,,19771219.0,",5,S",,,,,,,35.1,"5,,S,19,",,,,,,,121.3,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,MG000044212,1961-01,49.8,92.08,936.0,"ULAAN GOM, MG",0.0,G,0.0,",G",2.0,",I",0.0,",I",0.0,",I",,,31.0,",G",31.0,",G",31.0,",G",0.0,",G",0.0,",G",19610110.0,",,G",,,19610121.0,"+,,I",19610131.0,",,G",-44.3,",G,10,",,,2.0,",,I,21,+",-20.0,",G,31,",,,1598.8,",G",4.0,",,,I",-33.24,",G",-28.97,",,,G",-37.51,",,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,MG000044218,1961-01,48.017,91.567,1405.0,"HOVD, MG",0.0,G,0.0,",G",4.0,",I",0.0,",I",0.0,",I",,,31.0,",G",31.0,",G",31.0,",G",0.0,",G",0.0,",G",19610110.0,",,G",,,19610122.0,"+,,I",19610122.0,",,G",-43.8,",G,10,",,,2.0,",,I,22,+",-16.1,",G,22,",,,1510.3,",G",6.0,",,,I",-30.39,",G",-23.38,",,,G",-37.39,",,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,MG000044231,1959-10,49.633,100.167,1283.0,"MUREN, MG",,,,,,,,,,,,,,,,,0.0,"3,S",2.0,"3,S",0.0,"3,S",,,,,,,19591005.0,",3,S",,,,,,,22.8,"3,S,05,",,,,,,,,,10.34,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,MG000044239,1961-01,48.8,103.55,1208.0,"BULGAN, MG",0.0,G,0.0,",G",0.0,",I",0.0,",I",0.0,",I",,,28.0,",G",31.0,",G",31.0,",G",0.0,",G",0.0,",G",19610109.0,",,G",,,19610131.0,"+,,I",19610117.0,",,G",-37.6,",G,09,",,,0.0,",,I,31,+",-4.1,",G,17,",,,1161.2,",G",0.0,",,,I",-19.13,",G",-11.52,",,,G",-26.73,",,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,MG000044259,1960-04,48.083,114.55,747.0,"CHOIBALSAN, MG",,,,,,,,,,,,,,,,,3.0,"4,S",2.0,"4,S",0.0,"4,S",,,,,,,19600422.0,"+,4,S",,,,,,,22.2,"4,S,22,+",,,,,,,,,8.37,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,MG000044272,1961-01,47.75,96.85,1759.0,"ULIASTAI, MG",0.0,G,0.0,",G",0.0,",I",0.0,",I",0.0,",I",,,31.0,",G",31.0,",G",31.0,",G",0.0,",G",0.0,",G",19610105.0,",,G",,,19610131.0,"+,,I",19610125.0,",,G",-40.1,",G,05,",,,0.0,",,I,31,+",-7.5,",G,25,",,,1350.8,",G",0.0,",,,I",-25.24,",G",-18.53,",,,G",-31.95,",,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,MG000044288,1960-09,46.267,102.783,1813.0,"ARVAIHEER, MG",,,,,,,,,,,,,,,,,0.0,"4,S",4.0,"4,S",0.0,"4,S",,,,,,,19600917.0,"+,4,S",,,,,,,22.8,"4,S,17,+",,,,,,,,,14.98,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,MG000044317,2001-08,45.9,115.367,1076.0,"ERDENETSAGAAN, MG",,,,,,,,,,,,,,,,,0.0,"4,I",25.0,"4,I",1.0,"4,I",,,,,,,20010812.0,",4,I",,,,,,,32.4,"4,I,12,",,,,,,,,,27.04,"4,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,MG000044341,1959-10,45.767,106.283,1393.0,"MANDALGOBI, MG",,,,,,,,,,,,,,,,,0.0,"3,S",2.0,"3,S",0.0,"3,S",,,,,,,19591005.0,",3,S",,,,,,,22.8,"3,S,05,",,,,,,,,,11.63,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,MG000044373,1961-01,43.583,104.417,1465.0,"DALANZADGAD, MG",0.0,G,0.0,",G",1.0,",I",0.0,",I",0.0,",I",,,25.0,",G",31.0,",G",29.0,",G",0.0,",G",0.0,",G",19610110.0,",,G",,,19610129.0,",,I",19610125.0,",,G",-30.4,",G,10,",,,1.0,",,I,29,",4.3,",G,25,",,,1028.0,",G",1.0,",,,I",-14.83,",G",-7.69,",,,G",-21.96,",,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,MGM00044203,1983-12,51.117,99.667,1583.0,"RINCHINLHUMBE, MG",,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,,,,,,,,,,,,,19831231.0,"+,3,S",,,,,,,0.0,"3,,S,31,+",,,,,,,0.0,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,MGM00044207,1969-10,50.433,100.15,1668.0,"HATGAL, MG",,,,,,,,,,,,,,,,,8.0,"5,S",0.0,"5,S",0.0,"5,S",,,,,,,19691016.0,",5,S",,,,,,,10.0,"5,S,16,",,,,,,,,,1.41,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,MGM00044213,1983-11,49.65,94.4,1232.0,"BARUUNTURUUN, MG",,,,,1.0,"3,S",1.0,"3,S",0.0,"3,S",,,,,,,17.0,"4,S",0.0,"4,S",0.0,"4,S",,,,,19831129.0,",3,S",19831105.0,",4,S",,,,,8.9,"3,,S,29,",13.5,"4,S,05,",,,,,8.9,"3,,,S",,,-2.35,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,MGM00044214,1975-02,48.933,89.933,1715.0,"ULGI, MG",,,,,,,,,,,,,,,,,21.0,"5,S",0.0,"5,S",0.0,"5,S",,,,,,,19750228.0,",5,S",,,,,,,3.0,"5,S,28,",,,,,,,,,-5.3,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,MGM00044215,1983-11,49.017,91.717,1590.0,"OMNO GOBI, MG",,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,,,,,,,,,,,,,19831130.0,"+,3,S",,,,,,,0.0,"3,,S,30,+",,,,,,,0.0,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,MGM00044225,1983-11,48.733,98.2,1723.0,"TOSONTSENGEL, MG",,,,,1.0,"5,S",1.0,"5,S",0.0,"5,S",,,,,,,,,,,,,,,,,19831102.0,",5,S",,,,,,,22.9,"5,,S,02,",,,,,,,22.9,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,MGM00044230,1983-11,49.567,102.0,1235.0,"TARIALAN, MG",,,,,0.0,"2,S",0.0,"2,S",0.0,"2,S",,,,,,,19.0,"4,S",0.0,"4,S",0.0,"4,S",,,,,19831130.0,"+,2,S",19831101.0,",4,S",,,,,0.0,"2,,S,30,+",8.8,"4,S,01,",,,,,0.0,"2,,,S",,,-1.94,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,MGM00044232,1969-11,49.383,102.7,938.0,"HUTAG, MG",,,,,,,,,,,,,,,,,17.0,"5,S",0.0,"5,S",0.0,"5,S",,,,,,,19691111.0,",5,S",,,,,,,10.0,"5,S,11,",,,,,,,,,-1.64,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,MGM00044237,1983-11,48.533,101.383,1509.0,"ERDENEMANDAL, MG",,,,,,,,,,,,,,,,,14.0,"4,S",0.0,"4,S",0.0,"4,S",,,,,,,19831105.0,",4,S",,,,,,,13.4,"4,S,05,",,,,,,,,,0.52,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,MGM00044241,1959-10,48.917,106.067,807.0,"BARUUNHARAA, MG",,,,,,,,,,,,,,,,,1.0,"3,S",3.0,"3,S",0.0,"3,S",,,,,,,19591004.0,",3,S",,,,,,,25.0,"3,S,04,",,,,,,,,,9.63,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,MGM00044256,1984-03,49.55,114.4,705.0,"DASHBALBAR, MG",,,,,,,,,,,,,,,,,24.0,"2,S",0.0,"2,S",0.0,"2,S",,,,,,,19840330.0,",2,S",,,,,,,3.6,"2,S,30,",,,,,,,,,-3.41,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,MGM00044265,1983-12,46.117,91.467,1186.0,"BAITAG, MG",,,,,0.0,"4,S",0.0,"4,S",0.0,"4,S",,,,,,,,,,,,,,,,,19831231.0,"+,4,S",,,,,,,0.0,"4,,S,31,+",,,,,,,0.0,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,MGM00044275,1983-11,46.833,98.083,2255.0,"BAYANBULAG, MG",,,,,1.0,"5,S",0.0,"5,S",0.0,"5,S",,,,,,,,,,,,,,,,,19831119.0,",5,S",,,,,,,0.3,"5,,S,19,",,,,,,,0.3,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,MGM00044277,1975-01,46.4,96.25,2181.0,"ALTAI, MG",,,,,,,,,,,,,,,,,27.0,"4,S",0.0,"4,S",0.0,"4,S",,,,,,,19750111.0,",4,S",,,,,,,0.0,"4,S,11,",,,,,,,,,-7.33,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,MGM00044282,1961-02,47.45,101.467,1691.0,"TSETSERLEG, MG",,,,,,,,,,,,,,,,,15.0,"5,S",0.0,"5,S",0.0,"5,S",,,,,,,19610220.0,",5,S",,,,,,,7.2,"5,S,20,",,,,,,,,,-2.53,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,MGM00044284,1975-02,46.7,100.133,2126.0,"GALUUT, MG",,,,,,,,,,,,,,,,,23.0,"5,S",0.0,"5,S",0.0,"5,S",,,,,,,19750215.0,",5,S",,,,,,,0.0,"5,S,15,",,,,,,,,,-11.09,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,MGM00044285,1974-09,46.9,102.767,1662.0,"HUJIRT, MG",,,,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",,,,,,,19740907.0,",5,S",,,,,,,20.0,"5,S,07,",,,,,,,,,13.08,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
